,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews
64519,Clean 1br w/Parking Incl.  also 10min near JFK/LGA,26034418141,Unconfirmed,Kabak,Queens,Rego Park,40.72996,-73.85507,United States,US,0,moderate,Private room,2005.0,236,47,30.0,39.0
64520,Triplex Penthouse in New York,56345303045,Unconfirmed,Paresh,Brooklyn,Williamsburg,40.71643,-73.94906,United States,US,1,moderate,Entire home/apt,2013.0,1013,203,30.0,44.0
64521,Family Fun Slide Bed! Deck/Outdoor Kitchen!,48482679099,Unconfirmed,Ali,Queens,Flushing,40.75748,-73.8095,United States,US,1,strict,Entire home/apt,2013.0,256,51,30.0,44.0
64522,Cute Full Apt in Wahi!! One Block from 1/A trains!,89768716932,Verified,Derek,Manhattan,Washington Heights,40.83229,-73.94352,United States,US,0,moderate,Entire home/apt,2011.0,652,130,2.0,3.0
64523,One-Bedroom Brooklyn Brownstone,65516583125,Unconfirmed,Mariam,Brooklyn,Bedford-Stuyvesant,40.68843,-73.92868,United States,US,0,flexible,Entire home/apt,2021.0,1179,236,30.0,30.0
64524,Sun filled private room in Hamilton Heights,16958481492,Unconfirmed,Jaclyn,Manhattan,Harlem,40.82923,-73.9494,United States,US,0,flexible,Private room,2007.0,202,40,30.0,2.0
64525,Gorgeous Cozy private Room in Greenpoint,26149639522,Verified,Ryan,Brooklyn,Greenpoint,40.73229,-73.95678,United States,US,0,flexible,Private room,2020.0,435,87,30.0,15.0
64526,"Private 2 Room Suite w Bath, large shared areas",53370810469,Unconfirmed,Victoria,Manhattan,Inwood,40.86567,-73.92537,United States,US,0,moderate,Private room,2022.0,801,160,31.0,19.0
64527,Wonderful room for rent in the Bronx,79465579113,Unconfirmed,Albena,Bronx,Bronxdale,40.85646,-73.86578,United States,US,0,strict,Private room,2003.0,509,102,30.0,36.0
64528,Cozy Happy Place in Brooklyn 1 block from Subway,94603882309,Unconfirmed,Fernanda,Brooklyn,Fort Hamilton,40.62277,-74.03194,United States,US,1,moderate,Private room,2016.0,949,190,1.0,28.0
64529,"1st Floor, Room # 6 (12' x 14')",37059424773,Unconfirmed,Aminul,Brooklyn,East New York,40.66802,-73.89382,United States,US,1,moderate,Private room,2003.0,658,132,30.0,20.0
64530,Stunning apartment in Williamsburg !,45027770142,Verified,Lilly,Brooklyn,Williamsburg,40.70985,-73.95799,United States,US,1,strict,Entire home/apt,2011.0,395,79,30.0,6.0
64531,Home away from home!! Mi Casa es su Casa!!,69874602253,Unconfirmed,Rene,Brooklyn,Canarsie,40.63973,-73.90101,United States,US,0,flexible,Entire home/apt,2005.0,694,139,30.0,26.0
64532,"Staypineapple New York, Glamour King Mobility Acc",29436434237,Verified,An Artful Hotel,Manhattan,Hell's Kitchen,40.75436,-73.99391,United States,US,1,strict,Private room,2009.0,474,95,1.0,2.0
64533,Garden Floor Duplex with patio,95730984467,Unconfirmed,Amy,Brooklyn,Crown Heights,40.6769,-73.9454,United States,US,1,flexible,Entire home/apt,2006.0,238,48,30.0,71.0
64534,Artist 1 Bdrm 1 bath w/ Shrine Room,83228035707,Verified,Kimyon,Brooklyn,Bedford-Stuyvesant,40.69674,-73.93703,United States,US,1,moderate,Entire home/apt,2009.0,569,114,30.0,120.0
64535,Beautiful + Unique + Large 1BD in East Village,96992562055,Verified,Valentina,Manhattan,East Village,40.72156,-73.98255,United States,US,0,flexible,Entire home/apt,2019.0,96,19,30.0,31.0
64536,Comfortable Bedroom 2 Express Stops to Manhattan,73183518247,Unconfirmed,Monica,Brooklyn,Sunset Park,40.64947,-73.99945,United States,US,1,moderate,Private room,2004.0,873,175,30.0,26.0
64537,Modern Williamsburg Beauty,78090256560,Verified,Michael,Brooklyn,Williamsburg,40.71226,-73.94969,United States,US,0,flexible,Entire home/apt,2004.0,93,19,14.0,4.0
64538,Solo/Couple 2 Stops from the city (good price!),88983626343,Verified,Khalid,Queens,Long Island City,40.75765,-73.93046,United States,US,0,strict,Private room,2005.0,143,29,15.0,72.0
64539,JFK LUXURY BEDROOM # 3,54606490678,Unconfirmed,Jfk,Queens,Springfield Gardens,40.65988,-73.77001,United States,US,1,flexible,Private room,2012.0,178,36,30.0,59.0
64540,King's Airbnb,48783589641,Verified,Roger,Brooklyn,Bedford-Stuyvesant,40.68341,-73.92013,United States,US,0,moderate,Entire home/apt,2011.0,862,172,3.0,37.0
64541,"3 min to the ohel, 2bdr private enterence",52297148920,Verified,Sagee,Queens,Cambria Heights,40.68631,-73.73544,United States,US,0,strict,Entire home/apt,2005.0,276,55,1.0,1.0
64542,Gorgeous Brooklyn Getaway,44214599183,Verified,Aziza,Brooklyn,Bedford-Stuyvesant,40.69339,-73.95837,United States,US,0,strict,Private room,2007.0,755,151,30.0,34.0
64543,SemiPrivateLivingRoomTwinBed/MaimonidesNYUBrooklyn,98159803574,Unconfirmed,Regina,Brooklyn,Borough Park,40.63574,-74.00386,United States,US,0,moderate,Shared room,2010.0,494,99,30.0,91.0
64544,Sunny 1-bedroom apartment in the LES,52509930591,Unconfirmed,Jaime,Manhattan,Lower East Side,40.72085,-73.98204,United States,US,0,flexible,Entire home/apt,2018.0,1068,214,3.0,17.0
64545,Remsen Village Rental II,19819737823,Verified,Dawn,Brooklyn,East Flatbush,40.65513,-73.92039,United States,US,0,moderate,Entire home/apt,2004.0,912,182,30.0,106.0
64546,Beautiful  brownstone room,10852853566,Verified,Ana,Brooklyn,Crown Heights,40.67247,-73.94797,United States,US,0,strict,Private room,2004.0,658,132,30.0,77.0
64547,Great access/2min U can use 5 lines(EFMR7),94585591894,Verified,Shogo,Queens,Woodside,40.74441,-73.89181,United States,US,0,strict,Private room,2016.0,642,128,30.0,1.0
64548,Spanish Villa in Queens.,49161583779,Verified,Cristina,Queens,College Point,40.79144,-73.84316,United States,US,0,moderate,Entire home/apt,2013.0,254,51,1.0,7.0
64549,Modern In Law Apartment with Parking,90016682752,Unconfirmed,Wendy,Brooklyn,East Flatbush,40.64634,-73.93296,United States,US,0,flexible,Entire home/apt,2011.0,465,93,30.0,20.0
64550,Bright Studio Apartment,1592759753,Verified,Jeniffer,Manhattan,Chinatown,40.71805,-73.99418,United States,US,1,moderate,Entire home/apt,2011.0,510,102,15.0,3.0
64551,Large One Bedroom next to Prospect Park,84958770757,Unconfirmed,Michael,Brooklyn,Prospect-Lefferts Gardens,40.65892,-73.95996,United States,US,1,flexible,Entire home/apt,2004.0,378,76,30.0,2.0
64552,Spacious private room in artsy Bushwick Brooklyn,17030363060,Unconfirmed,John,Brooklyn,Bushwick,40.68967,-73.91875,United States,US,1,flexible,Private room,2018.0,744,149,3.0,29.0
64553,Large Bushwick Bedroom in Newly Renovated Aprtment,60425863713,Unconfirmed,Jonathan,Brooklyn,Williamsburg,40.7063,-73.92957,United States,US,0,strict,Private room,2014.0,689,138,30.0,2.0
64554,The Bronx House Apartment,57148277022,Unconfirmed,Davis,Bronx,Wakefield,40.88663,-73.8547,United States,US,1,strict,Entire home/apt,2004.0,581,116,90.0,34.0
64555,"Sunny, Clean Zen Home w pr.Bath",73272671206,Verified,Alex,Manhattan,Upper West Side,40.78763,-73.96862,United States,US,1,moderate,Entire home/apt,2007.0,229,46,120.0,20.0
64556,Spacious 1BR Apt in converted Pencil Factory,3383851280,Verified,Sean,Brooklyn,Greenpoint,40.72964,-73.9592,United States,US,0,moderate,Entire home/apt,2016.0,993,199,30.0,27.0
64557,"Pvt Single Bed 10 min from JFK, Close to Manhattan",58373282290,Unconfirmed,Melissa,Queens,Hollis,40.71663,-73.75731,United States,US,0,moderate,Private room,2004.0,836,167,30.0,19.0
64558,Shared Room For Cool Low Maintenance People #2,61436733110,Unconfirmed,Amy,Brooklyn,Bushwick,40.68802,-73.91034,United States,US,0,strict,Shared room,2016.0,1023,205,5.0,15.0
64559,Best in Bk 20min to Manhtn & 5min to Williamsburg,29878810431,Verified,Ana,Brooklyn,Greenpoint,40.72416,-73.94696,United States,US,0,flexible,Entire home/apt,2011.0,224,45,3.0,7.0
64560,Modern Bedroom in Townhouse. Close to subway.,70785087539,Unconfirmed,Carles,Brooklyn,Bushwick,40.68825,-73.91354,United States,US,0,strict,Private room,2012.0,185,37,30.0,105.0
64561,Single Room in  Luxuries Apt | GYM Rooftop,6611388037,Unconfirmed,SharedEasy Coliving,Brooklyn,Bedford-Stuyvesant,40.68151,-73.9454,United States,US,1,flexible,Private room,2015.0,492,98,30.0,1.0
64562,Guest Two,24889576821,Unconfirmed,Valentine,Queens,Rosedale,40.65596,-73.74496,United States,US,0,moderate,Private room,2016.0,517,103,30.0,25.0
64563,GORGEOUS TWO BEDROOM FLAT IN MANHATTAN,7832085248,Verified,Tammy,Manhattan,Harlem,40.80752,-73.94778,United States,US,0,flexible,Entire home/apt,2004.0,450,90,30.0,7.0
64564,Garden Facing Quiet Retreat,65557301448,Unconfirmed,Benjamin,Brooklyn,Boerum Hill,40.68826,-73.98558,United States,US,1,flexible,Entire home/apt,2013.0,874,175,30.0,11.0
64565,"Beautiful, Immaculate & Spacious - Upper West Side",53881990098,Unconfirmed,Matt,Manhattan,Upper West Side,40.77978,-73.97844,United States,US,0,flexible,Entire home/apt,2007.0,382,76,3.0,21.0
64566,BEST LOCATION- Newly renovated 1 BR in Nolita,44592468294,Unconfirmed,Madi,Manhattan,Nolita,40.72137,-73.99477,United States,US,0,moderate,Entire home/apt,2015.0,395,79,2.0,48.0
64567,A lovely room in the heart of Brooklyn,69460375139,Unconfirmed,Cindy,Brooklyn,Bushwick,40.69227,-73.92518,United States,US,1,moderate,Private room,2003.0,1114,223,30.0,8.0
64568,Brooklyn Plant Oasis With Spectacular Views,20850900667,Verified,Ashley Otilia,Brooklyn,Williamsburg,40.71087,-73.9542,United States,US,0,flexible,Private room,2011.0,1125,225,30.0,3.0
64569,Super Luxury Apartment in Center of Williamsburg,35510623125,Verified,Esti,Brooklyn,Greenpoint,40.71943,-73.95365,United States,US,0,strict,Entire home/apt,2008.0,219,44,30.0,2.0
64570,Gorgeous sunny prime SoHo 1BR Apt.,37049887753,Unconfirmed,Annie+Dan,Manhattan,Greenwich Village,40.72823,-74.00126,United States,US,0,strict,Entire home/apt,2022.0,1193,239,30.0,92.0
64571,"Cozy, Modern, Private Room in the Heart of Harlem",5054271688,Verified,Jessica,Manhattan,East Harlem,40.81062,-73.93882,United States,US,1,moderate,Private room,2004.0,709,142,1.0,27.0
64572,Clean Room in a Renovated Apartment in Manhattan,45382796545,Unconfirmed,Maya,Manhattan,Harlem,40.82357,-73.95337,United States,US,0,strict,Private room,2015.0,775,155,20.0,22.0
64573,Middle Bunk in Brooklyn Bunkroom for Men,64838418331,Verified,Marco,Brooklyn,Greenpoint,40.72365,-73.94497,United States,US,0,moderate,Shared room,2018.0,105,21,30.0,20.0
64574,"*NEW*6 BED BROOKLYN DUPLX,15 MIN TRAIN RIDE 2 CITY",77148773192,Unconfirmed,Brendan,Brooklyn,Bushwick,40.68837,-73.91453,United States,US,0,moderate,Entire home/apt,2013.0,1068,214,30.0,26.0
64575,Private and Cozy in the Heart of Flatbush Avenue,19206264597,Verified,Jude,Brooklyn,Flatbush,40.64183,-73.95179,United States,US,1,flexible,Entire home/apt,2018.0,1103,221,3.0,55.0
64576,"Perfect art filled space for small family or individual, in upper manhattan",66765247542,Unconfirmed,Brian,Manhattan,Washington Heights,40.853,-73.9361,United States,US,0,moderate,Entire home/apt,2019.0,381,76,30.0,5.0
64577,Lux room,55472133092,Unconfirmed,Christian,Queens,Jamaica,40.68719,-73.8056,United States,US,1,flexible,Private room,2007.0,119,24,30.0,5.0
64578,Nice & Lovely room in LIC.5 stops to Times Square,76857752400,Verified,Karma,Queens,Long Island City,40.73656,-73.92894,United States,US,0,flexible,Private room,2005.0,312,62,1.0,33.0
64579,20-1 Quality Cribs,73045895889,Unconfirmed,Quality,Queens,Far Rockaway,40.60563,-73.74971,United States,US,1,moderate,Entire home/apt,2004.0,747,149,30.0,11.0
64580,convenient location.private room4. near subway,32352203071,Unconfirmed,Hannah,Manhattan,East Harlem,40.79811,-73.93942,United States,US,1,flexible,Private room,2013.0,75,15,30.0,32.0
64581,Nice comfortable space in great area,17558671120,Unconfirmed,Orlan,Queens,Rosedale,40.65304,-73.74158,United States,US,0,moderate,Entire home/apt,2003.0,1038,208,30.0,20.0
64582,Cozy room in Prime East Village,42926766953,Unconfirmed,Krista,Brooklyn,Bushwick,40.68758,-73.9166,United States,US,0,flexible,Private room,2021.0,806,161,7.0,5.0
64583,2020 New construction in Williamsburg,74376873885,Unconfirmed,Hiroki,Brooklyn,Williamsburg,40.70253,-73.94338,United States,US,1,moderate,Private room,2013.0,996,199,30.0,1.0
64584,Pat's Place 3,8298892523,Verified,Patricia,Queens,Bayside,40.77271,-73.78095,United States,US,1,strict,Private room,2009.0,349,70,30.0,5.0
64585,Sunny! 2br Steps to train/restaurants - 15 to NYC,67899024282,Verified,Jaime,Brooklyn,Bedford-Stuyvesant,40.68278,-73.95549,United States,US,0,strict,Entire home/apt,2020.0,928,186,30.0,36.0
64586,"Feel-Good Decor, Lux Private Room Great Loc 4-4",90299456137,Verified,Lydia,Brooklyn,Williamsburg,40.70932,-73.96436,United States,US,1,moderate,Private room,2010.0,1200,240,30.0,1.0
64587,Light-Filled East Village Sanctuary,96332155214,Verified,Carey,Manhattan,East Village,40.72966,-73.9834,United States,US,0,strict,Private room,2018.0,145,29,1.0,3.0
64588,Room for rent,80559340524,Unconfirmed,Mario,Manhattan,East Harlem,40.79747,-73.9385,United States,US,0,strict,Private room,2015.0,706,141,30.0,73.0
64589,"""Mi casa es su casa"" Welcome home",53761660324,Verified,Leonardo,Brooklyn,Williamsburg,40.71025,-73.96364,United States,US,1,moderate,Private room,2013.0,540,108,2.0,60.0
64590,Midtown East penthouse studio,3145198216,Verified,Aleksandar,Manhattan,Murray Hill,40.75005,-73.97756,United States,US,0,strict,Entire home/apt,2007.0,799,160,30.0,33.0
64591,The Brooklyn Blue House 2,33805561036,Unconfirmed,Giana,Brooklyn,Canarsie,40.64664,-73.90157,United States,US,0,flexible,Private room,2020.0,419,84,31.0,12.0
64592,"Huge, Fully Furnished w/2 balconies on the water",94460874183,Unconfirmed,Shaival,Manhattan,Upper East Side,40.77711,-73.94698,United States,US,0,flexible,Entire home/apt,2009.0,246,49,30.0,1.0
64593,20min to Manhattan & Safe Neighborhood&PrivateRoom,2258022510,Verified,Takatomo,Queens,Sunnyside,40.73985,-73.92596,United States,US,0,moderate,Private room,2006.0,257,51,30.0,6.0
64594,5beds 3hugerooms 2BATHSUITE MIDTOWN AmazingRooftop,69907446349,Unconfirmed,Al,Manhattan,Hell's Kitchen,40.75616,-73.99538,United States,US,1,strict,Entire home/apt,2009.0,132,26,30.0,9.0
64595,Well Furnished Upper East Side Apartment,75693389448,Verified,David & Derek,Manhattan,Upper East Side,40.78272,-73.94697,United States,US,1,strict,Entire home/apt,2003.0,172,34,2.0,41.0
64596,Prince single room,96725532196,Verified,Ruth,Queens,Flushing,40.7549,-73.8198,United States,US,1,strict,Private room,2004.0,462,92,30.0,44.0
64597,Beautiful Bright Studio Loft Sleep 3 Heart Harlem,36241498393,Unconfirmed,Pat,Manhattan,Harlem,40.80843,-73.9451,United States,US,1,moderate,Entire home/apt,2017.0,969,194,30.0,20.0
64598,PLUSH AND SPACIOUS 2-BEDROOM IN NYC,77502483145,Unconfirmed,Tammy,Manhattan,Harlem,40.80528,-73.94742,United States,US,1,strict,Entire home/apt,2019.0,506,101,30.0,5.0
64599,SoHo Studio on Spring Street,41095997332,Unconfirmed,René,Manhattan,SoHo,40.72701,-74.00872,United States,US,0,moderate,Entire home/apt,2005.0,197,39,30.0,80.0
64600,"Cozy studio is all you need, 20 mins to Manhattan",89563002978,Unconfirmed,Samanta,Queens,Astoria,40.76201,-73.91407,United States,US,1,strict,Entire home/apt,2014.0,246,49,30.0,122.0
64601,Bright modern luxury 1 BD city sunset views,83776049829,Unconfirmed,Ben,Brooklyn,Williamsburg,40.71138,-73.9556,United States,US,0,flexible,Entire home/apt,2005.0,974,195,21.0,2.0
64602,"""THE ART STUDIO"" With private patio + true comfort",10867769937,Unconfirmed,Dan,Manhattan,Harlem,40.80658,-73.94713,United States,US,0,moderate,Private room,2021.0,1088,218,2.0,9.0
64603,Private bedroom w/ king size bed + pvt bathroom,77988193988,Unconfirmed,Rachel...You Can Call Me Kaya :),Manhattan,Washington Heights,40.84903,-73.93144,United States,US,0,moderate,Private room,2007.0,788,158,2.0,4.0
64604,Your cozy home away from home.,90092355773,Verified,Griffith,Brooklyn,East New York,40.65412,-73.88238,United States,US,0,moderate,Private room,2014.0,773,155,30.0,59.0
64605,Midtown West New 2 BR,57485491554,Verified,Brando,Manhattan,Hell's Kitchen,40.7542,-73.99554,United States,US,1,flexible,Entire home/apt,2020.0,445,89,30.0,70.0
64606,"Clean, Cozy, & Private One  Bedroom  Apartment",27541086930,Verified,Cecilia,Bronx,Throgs Neck,40.81669,-73.82257,United States,US,1,moderate,Entire home/apt,2003.0,889,178,5.0,81.0
64607,"Cozy room for 1 guest in Basement, 2 min to subway",34076235786,Unconfirmed,Sergei&Yana,Brooklyn,Bushwick,40.68343,-73.90611,United States,US,0,strict,Private room,2016.0,747,149,1.0,52.0
64608,145 Mulberry-Renovated Studio in Little Italy,12571051004,Verified,Jeniffer,Manhattan,Little Italy,40.71899,-73.99773,United States,US,1,strict,Entire home/apt,2014.0,310,62,30.0,8.0
64609,Sunset room,12473294345,Verified,Denise,Brooklyn,East Flatbush,40.65519,-73.92961,United States,US,0,moderate,Private room,2021.0,611,122,5.0,15.0
64610,New York on The Ocean,37639024579,Unconfirmed,Montage,Brooklyn,Brighton Beach,40.57916,-73.95424,United States,US,0,strict,Entire home/apt,2012.0,1149,230,30.0,54.0
64611,Convenient - 2 Stops from the city (good price!),58994671235,Unconfirmed,Khalid,Queens,Long Island City,40.7573,-73.93245,United States,US,0,strict,Private room,2011.0,871,174,30.0,70.0
64612,WFH Paradise w/Backyard - Williamsburg Waterfront,24326875918,Unconfirmed,Shannon,Brooklyn,Williamsburg,40.72056,-73.95993,United States,US,0,flexible,Entire home/apt,2012.0,1130,226,31.0,2.0
64613,Private bathroom  New apartment in Bushwick 2020,6545852062,Verified,Hiroki,Brooklyn,Bushwick,40.6874,-73.91385,United States,US,0,moderate,Private room,2013.0,871,174,30.0,1.0
64614,Sunny Room in the heart of Manhattan,31924365834,Verified,Mireille,Manhattan,Midtown,40.75737,-73.96477,United States,US,1,flexible,Private room,2014.0,821,164,5.0,4.0
64615,33ft Boat On A Water For A Baby Sleep,69850707997,Verified,Зіна,Brooklyn,Mill Basin,40.60905,-73.91883,United States,US,1,strict,Entire home/apt,2014.0,621,124,1.0,3.0
64616,Modern and luxurious 2 BR with private Balcony,84487664577,Unconfirmed,Hila,Manhattan,Murray Hill,40.74478,-73.97337,United States,US,0,flexible,Entire home/apt,2018.0,262,52,30.0,4.0
64617,Light Superhosted Chill LES Apt,58777622219,Unconfirmed,David,Manhattan,Lower East Side,40.72135,-73.98947,United States,US,0,moderate,Entire home/apt,2010.0,98,20,30.0,80.0
64618,Beautiful communal house Bushwick,39613318195,Unconfirmed,Kyla,Brooklyn,Bushwick,40.69405,-73.91107,United States,US,1,moderate,Private room,2005.0,687,137,30.0,94.0
64619,Beautiful Prospect Park South room,90744488226,Unconfirmed,Melinda,Brooklyn,Flatbush,40.6477,-73.96118,United States,US,0,moderate,Private room,2022.0,383,77,45.0,32.0
64620,Entire Apt Near Train Magical Midwood Retreat,38512416853,Unconfirmed,Angie,Brooklyn,Midwood,40.61698,-73.95633,United States,US,0,flexible,Entire home/apt,2010.0,1182,236,30.0,3.0
64621,!Spacious & Modern Brooklyn Loft-Long Term Stays!,35559737937,Unconfirmed,Rachel,Brooklyn,Bushwick,40.70834,-73.92014,United States,US,1,moderate,Entire home/apt,2011.0,1077,215,30.0,49.0
64622,Amazing and Perfect 1BR in Beautiful SOHO/Nolita!,40833025074,Unconfirmed,Gary,Manhattan,Nolita,40.72234,-73.99686,United States,US,0,strict,Entire home/apt,2020.0,1106,221,30.0,30.0
